Verse	Modern	Koine	Lemma	ESN	Role	Morphology
60003003	ἢ	η	ἤ	22280	C	.......
60003003	ἐνδύσεως	ενδυσεωσ	ἔνδυσις	17450	N	....GFS
60003003	ἱματίων	ιματιων	ἱμάτιον	24400	N	....GNP
60003003	κόσμος,	κοσμοσ	κόσμος	28890	N	....NMS
60003004	ἀλλʼ	αλλ	ἀλλά	2350	C	.......
60003004	ὁ	ο	ὁ	35880	E	....NMS
60003004	κρυπτὸς	κρυπτοσ	κρυπτός	29270	S	....NMS
60003004	τῆς	τησ	ὁ	35880	E	....GFS
60003004	καρδίας	καρδιασ	καρδία	25880	N	....GFS
60003004	ἄνθρωπος,	ανθρωποσ	ἄνθρωπος	4440	N	....NMS
60003004	ἐν	εν	ἐν	17220	P	.......
60003004	τῷ	τω	ὁ	35880	E	....DMS
60003004	ἀφθάρτῳ	αφθαρτω	ἄφθαρτος	8620	S	....DMS
60003004	τοῦ	του	ὁ	35880	E	....GNS
60003004	πρᾳέος	πραεοσ	πραΰς	42390	A	....GNS
60003004	καὶ	και	καί	25320	C	.......
60003004	ἡσυχίου	ησυχιου	ἡσύχιος	22720	A	....GNS
60003004	πνεύματος,	πνευματοσ	πνεῦμα	41510	N	....GNS
60003004	ὅ	ο	ὅς	37390	R	....NNS
60003004	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
60003004	ἐνώπιον	ενωπιον	ἐνώπιον	17990	P	.......
60003004	τοῦ	του	ὁ	35880	E	....GMS
60003004	˚Θεοῦ	=θυ	θεός	23160	N	....GMS
60003004	πολυτελές.	πολυτελεσ	πολυτελής	41850	S	....NNS
60003005	Οὕτως	ουτωσ	οὕτως	37790	D	.......
60003005	γάρ	γαρ	γάρ	10630	C	.......
60003005	ποτε	ποτε	ποτέ	42180	D	.......
60003005	καὶ	και	καί	25320	D	.......
60003005	αἱ	αι	ὁ	35880	E	....NFP
60003005	ἅγιαι	αγιαι	ἅγιος	400	A	....NFP
60003005	γυναῖκες	γυναικεσ	γυνή	11350	N	....NFP
60003005	αἱ	αι	ὁ	35880	R	....NFP
60003005	ἐλπίζουσαι	ελπιζουσαι	ἐλπίζω	16790	V	PPA.NFP
60003005	εἰς	εισ	εἰς	15190	P	.......
60003005	˚Θεὸν	=θν	θεός	23160	N	....AMS
60003005	ἐκόσμουν	εκοσμουν	κοσμέω	28850	V	IIA3..P
60003005	ἑαυτάς,	εαυτασ	ἑαυτοῦ	14380	R	...3AFP
60003005	ὑποτασσόμεναι	υποτασσομεναι	ὑποτάσσω	52930	V	PPP.NFP
60003005	τοῖς	τοισ	ὁ	35880	E	....DMP
60003005	ἰδίοις	ιδιοισ	ἴδιος	23980	E	....DMP
60003005	ἀνδράσιν,	ανδρασιν	ἀνήρ	4350	N	....DMP
60003006	ὡς	ωσ	ὡς	56130	C	.......
60003006	Σάρρα	σαρρα	Σάρρα	45640	N	....NFS
60003006	ὑπήκουσεν	υπηκουσεν	ὑπακούω	52190	V	IAA3..S
60003006	τῷ	τω	ὁ	35880	E	....DMS
60003006	Ἀβραάμ,	αβρααμ	Ἀβραάμ	110	N	....DMS
60003006	“κύριον”,	κυριον	κύριος	29620	N	....AMS
60003006	αὐτὸν	αυτον	αὐτός	8460	R	...3AMS
60003006	καλοῦσα,	καλουσα	καλέω	25640	V	PPA.NFS
60003006	ἧς	ησ	ὅς	37390	R	....GFS
60003006	ἐγενήθητε	εγενηθητε	γίνομαι	10960	V	IAP2..P
60003006	τέκνα,	τεκνα	τέκνον	50430	N	....NNP
60003006	ἀγαθοποιοῦσαι	αγαθοποιουσαι	ἀγαθοποιέω	150	V	PPA.NFP
60003006	καὶ	και	καί	25320	C	.......
60003006	μὴ	μη	μή	33610	D	.......
60003006	φοβούμεναι	φοβουμεναι	φοβέω	53990	V	PPM.NFP
60003006	μηδεμίαν	μηδεμιαν	μηδείς	33670	E	....AFS
60003006	πτόησιν.	πτοησιν	πτόησις	44230	N	....AFS
60003007	¶Οἱ	οι	ὁ	35880	E	...2VMP
60003007	ἄνδρες,	ανδρεσ	ἀνήρ	4350	N	....VMP
60003007	ὁμοίως	ομοιωσ	ὁμοίως	36680	D	.......
60003007	συνοικοῦντες	συνοικουντεσ	συνοικέω	49240	V	PPA.NMP
60003007	κατὰ	κατα	κατά	25960	P	.......
60003007	γνῶσιν,	γνωσιν	γνῶσις	11080	N	....AFS
60003007	ὡς	ωσ	ὡς	56130	C	.......
60003007	ἀσθενεστέρῳ	ασθενεστερω	ἀσθενέστερος	7695	A	....DNS
60003007	σκεύει	σκευει	σκεῦος	46320	N	....DNS
60003007	τῷ	τω	ὁ	35880	E	....DNS
60003007	γυναικείῳ,	γυναικειω	γυναικεῖος	11340	S	....DNS
60003007	ἀπονέμοντες	απονεμοντεσ	ἀπονέμω	6320	V	PPA.NMP
60003007	τιμήν	τιμην	τιμή	50920	N	....AFS
60003007	ὡς	ωσ	ὡς	56130	C	.......
60003007	καὶ	και	καί	25320	D	.......
60003007	συγκληρονόμοις	συνκληρονομοισ	συγκληρονόμος	47890	S	....DMP
60003007	χάριτος	χαριτοσ	χάρις	54850	N	....GFS
60003007	ζωῆς,	ζωησ	ζωή	22220	N	....GFS
60003007	εἰς	εισ	εἰς	15190	P	.......
60003007	τὸ	το	ὁ	35880	R	....ANS
60003007	μὴ	μη	μή	33610	D	.......
60003007	ἐγκόπτεσθαι	εγκοπτεσθαι	ἐγκόπτω	14650	V	NPP....
60003007	τὰς	τασ	ὁ	35880	E	....AFP
60003007	προσευχὰς	προσευχασ	προσευχή	43350	N	....AFP
60003007	ὑμῶν.	υμων	σύ	47710	R	...2G.P
60003008	¶Τὸ	το	ὁ	35880	E	....ANS
60003008	δὲ	δε	δέ	11610	C	.......
60003008	τέλος,	τελοσ	τέλος	50560	N	....ANS
60003008	πάντες,	παντεσ	πᾶς	39560	S	....VMP
60003008	ὁμόφρονες,	ομοφρονεσ	ὁμόφρων	36750	S	....NMP
60003008	συμπαθεῖς,	συμπαθεισ	συμπαθής	48350	S	....NMP
60003008	φιλάδελφοι,	φιλαδελφοι	φιλάδελφος	53610	S	....NMP
60003008	εὔσπλαγχνοι,	ευσπλαγχνοι	εὔσπλαγχνος	21550	S	....NMP
60003008	ταπεινόφρονες,	ταπεινοφρονεσ	ταπεινόφρων	50125	S	....NMP
60003009	μὴ	μη	μή	33610	C	.......
60003009	ἀποδιδόντες	αποδιδοντεσ	ἀποδίδωμι	5910	V	PPA.NMP
60003009	κακὸν	κακον	κακός	25560	S	....ANS
60003009	ἀντὶ	αντι	ἀντί	4730	P	.......
60003009	κακοῦ,	κακου	κακός	25560	S	....GNS
60003009	ἢ	η	ἤ	22280	C	.......
60003009	λοιδορίαν	λοιδοριαν	λοιδορία	30590	N	....AFS
60003009	ἀντὶ	αντι	ἀντί	4730	P	.......
60003009	λοιδορίας,	λοιδοριασ	λοιδορία	30590	N	....GFS
60003009	τοὐναντίον	τουναντιον	τοὐναντίον	51210	D	.......
60003009	δὲ	δε	δέ	11610	C	.......
60003009	εὐλογοῦντες,	ευλογουντεσ	εὐλογέω	21270	V	PPA.NMP
60003009	ὅτι	οτι	ὅτι	37540	C	.......
60003009	εἰς	εισ	εἰς	15190	P	.......
60003009	τοῦτο	τουτο	οὗτος	37780	R	....ANS
60003009	ἐκλήθητε,	εκληθητε	καλέω	25640	V	IAP2..P
60003009	ἵνα	ινα	ἵνα	24430	C	.......
60003009	εὐλογίαν	ευλογιαν	εὐλογία	21290	N	....AFS
60003009	κληρονομήσητε.	κληρονομησητε	κληρονομέω	28160	V	SAA2..P
60003010	“Ὁ”	ο	ὁ	35880	R	....NMS
60003010	γὰρ	γαρ	γάρ	10630	C	.......
60003010	“θέλων	θελων	θέλω	23090	V	PPA.NMS
60003010	ζωὴν	ζωην	ζωή	22220	N	....AFS
60003010	ἀγαπᾶν,	αγαπαν	ἀγαπάω	250	V	NPA....
60003010	καὶ	και	καί	25320	C	.......
60003010	ἰδεῖν	ιδειν	ὁράω	37080	V	NAA....
60003010	ἡμέρας	ημερασ	ἡμέρα	22500	N	....AFP
60003010	ἀγαθὰς,	αγαθασ	ἀγαθός	180	A	....AFP
60003010	παυσάτω	παυσατω	παύω	39730	V	MAA3..S
60003010	τὴν	την	ὁ	35880	E	....AFS
60003010	γλῶσσαν	γλωσσαν	γλῶσσα	11000	N	....AFS
60003010	ἀπὸ	απο	ἀπό	5750	P	.......
60003010	κακοῦ,	κακου	κακός	25560	S	....GNS
60003010	καὶ	και	καί	25320	C	.......
60003010	χείλη	χειλη	χεῖλος	54910	N	....ANP
60003010	τοῦ	του	ὁ	35880	R	....GNS
60003010	μὴ	μη	μή	33610	D	.......
60003010	λαλῆσαι	λαλησαι	λαλέω	29800	V	NAA....
60003010	δόλον.	δολον	δόλος	13880	N	....AMS
60003011	Ἐκκλινάτω	εκκλινατω	ἐκκλίνω	15780	V	MAA3..S
60003011	δὲ	δε	δέ	11610	C	.......
60003011	ἀπὸ	απο	ἀπό	5750	P	.......
60003011	κακοῦ,	κακου	κακός	25560	S	....GNS
60003011	καὶ	και	καί	25320	C	.......
60003011	ποιησάτω	ποιησατω	ποιέω	41600	V	MAA3..S
60003011	ἀγαθόν,	αγαθον	ἀγαθός	180	S	....ANS
60003011	ζητησάτω	ζητησατω	ζητέω	22120	V	MAA3..S
60003011	εἰρήνην	ειρηνην	εἰρήνη	15150	N	....AFS
60003011	καὶ	και	καί	25320	C	.......
60003011	διωξάτω	διωξατω	διώκω	13770	V	MAA3..S
60003011	αὐτήν.	αυτην	αὐτός	8460	R	...3AFS
60003012	Ὅτι	οτι	ὅτι	37540	C	.......
60003012	ὀφθαλμοὶ	οφθαλμοι	ὀφθαλμός	37880	N	....NMP
60003012	˚Κυρίου	=κυ	κύριος	29620	N	....GMS
60003012	ἐπὶ	επι	ἐπί	19090	P	.......
60003012	δικαίους,	δικαιουσ	δίκαιος	13420	S	....AMP
60003012	καὶ	και	καί	25320	C	.......
60003012	ὦτα	ωτα	οὖς	37750	N	....NNP
60003012	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
60003012	εἰς	εισ	εἰς	15190	P	.......
60003012	δέησιν	δεησιν	δέησις	11620	N	....AFS
60003012	αὐτῶν,	αυτων	αὐτός	8460	R	...3GMP
60003012	πρόσωπον	προσωπον	πρόσωπον	43830	N	....NNS
60003012	δὲ	δε	δέ	11610	C	.......
60003012	˚Κυρίου	=κυ	κύριος	29620	N	....GMS
60003012	ἐπὶ	επι	ἐπί	19090	P	.......
60003012	ποιοῦντας	ποιουντασ	ποιέω	41600	V	PPA.AMP
60003012	κακά.”	κακα	κακός	25560	S	....ANP
60003013	¶Καὶ	και	καί	25320	C	.......
60003013	τίς	τισ	τίς	51010	R	....NMS
60003013	ὁ	ο	ὁ	35880	R	....NMS
60003013	κακώσων	κακωσων	κακόω	25590	V	PFA.NMS
60003013	ὑμᾶς,	υμασ	σύ	47710	R	...2A.P
60003013	ἐὰν	εαν	ἐάν	14370	C	.......
60003013	τοῦ	του	ὁ	35880	E	....GNS
60003013	ἀγαθοῦ	αγαθου	ἀγαθός	180	S	....GNS
60003013	ζηλωταὶ	ζηλωται	ζηλωτής	22070	N	....NMP
60003013	γένησθε;	γενησθε	γίνομαι	10960	V	SAM2..P
60003014	Ἀλλʼ	αλλ	ἀλλά	2350	C	.......
60003014	εἰ	ει	εἰ	14870	C	.......
60003014	καὶ	και	καί	25320	D	.......
60003014	πάσχοιτε	πασχοιτε	πάσχω	39580	V	OPA2..P
60003014	διὰ	δια	διά	12230	P	.......
60003014	δικαιοσύνην,	δικαιοσυνην	δικαιοσύνη	13430	N	....AFS
60003014	μακάριοι.	μακαριοι	μακάριος	31070	S	....NMP
60003014	“Τὸν	τον	ὁ	35880	E	....AMS
60003014	δὲ	δε	δέ	11610	C	.......
60003014	φόβον	φοβον	φόβος	54010	N	....AMS
60003014	αὐτῶν,	αυτων	αὐτός	8460	R	...3GMP
60003014	μὴ	μη	μή	33610	C	.......
60003014	φοβηθῆτε	φοβηθητε	φοβέω	53990	V	MAP2..P
60003014	μηδὲ	μηδε	μηδέ	33660	C	.......
60003014	ταραχθῆτε”,	ταραχθητε	ταράσσω	50150	V	SAP2..P
60003015	˚Κύριον	=κν	κύριος	29620	N	....AMS
60003015	δὲ	δε	δέ	11610	C	.......
60003015	τὸν	τον	ὁ	35880	E	....AMS
60003015	˚Χριστὸν	=χν	χριστός	55470	N	....AMS
60003015	ἁγιάσατε	αγιασατε	ἁγιάζω	370	V	MAA2..P
60003015	ἐν	εν	ἐν	17220	P	.......
60003015	ταῖς	ταισ	ὁ	35880	E	....DFP
60003015	καρδίαις	καρδιαισ	καρδία	25880	N	....DFP
60003015	ὑμῶν,	υμων	σύ	47710	R	...2G.P
60003015	ἕτοιμοι	ετοιμοι	ἕτοιμος	20920	S	....NMP
60003015	ἀεὶ	αει	ἀεί	1040	D	.......
60003015	πρὸς	προσ	πρός	43140	P	.......
60003015	ἀπολογίαν	απολογιαν	ἀπολογία	6270	N	....AFS
60003015	παντὶ	παντι	πᾶς	39560	S	....DMS
60003015	τῷ	τω	ὁ	35880	R	....DMS
60003015	αἰτοῦντι	αιτουντι	αἰτέω	1540	V	PPA.DMS
60003015	ὑμᾶς	υμασ	σύ	47710	R	...2A.P
60003015	λόγον,	λογον	λόγος	30560	N	....AMS
60003015	περὶ	περι	περί	40120	P	.......
60003015	τῆς	τησ	ὁ	35880	E	....GFS
60003015	ἐν	εν	ἐν	17220	P	.......
60003015	ὑμῖν	υμιν	σύ	47710	R	...2D.P
60003015	ἐλπίδος,	ελπιδοσ	ἐλπίς	16800	N	....GFS
60003016	ἀλλὰ	αλλα	ἀλλά	2350	C	.......
60003016	μετὰ	μετα	μετά	33260	P	.......
60003016	πραΰτητος	πραυτητοσ	πραΰτης	42400	N	....GFS
60003016	καὶ	και	καί	25320	C	.......
60003016	φόβου,	φοβου	φόβος	54010	N	....GMS
60003016	συνείδησιν	συνειδησιν	συνείδησις	48930	N	....AFS
60003016	ἔχοντες	εχοντεσ	ἔχω	21920	V	PPA.NMP
60003016	ἀγαθήν,	αγαθην	ἀγαθός	180	S	....AFS
60003016	ἵνα	ινα	ἵνα	24430	C	.......
60003016	ἐν	εν	ἐν	17220	P	.......
60003016	ᾧ	ω	ὅς	37390	R	....DNS
60003016	καταλαλοῦσιν	καταλαλουσιν	καταλαλέω	26350	V	IPA3..P
60003016	ὑμῶν	υμων	σύ	47710	R	...2G.P
60003016	ὡς	ωσ	ὡς	56130	C	.......
60003016	κακοποιῶν,	κακοποιων	κακοποιός	25550	S	....GMP
60003016	καταισχυνθῶσιν	καταισχυνθωσιν	καταισχύνω	26170	V	SAP3..P
60003016	οἱ	οι	ὁ	35880	R	....NMP
60003016	ἐπηρεάζοντες	επηρεαζοντεσ	ἐπηρεάζω	19080	V	PPA.NMP
60003016	ὑμῶν	υμων	σύ	47710	R	...2G.P
60003016	τὴν	την	ὁ	35880	E	....AFS
60003016	ἀγαθὴν	αγαθην	ἀγαθός	180	S	....AFS
60003016	ἐν	εν	ἐν	17220	P	.......
60003016	˚Χριστῷ	=χω	χριστός	55470	N	....DMS
60003016	ἀναστροφήν.	αναστροφην	ἀναστροφή	3910	N	....AFS
60003017	Κρεῖττον	κρειττον	κρείττων	29090	S	....NNS
60003017	γὰρ	γαρ	γάρ	10630	C	.......
60003017	ἀγαθοποιοῦντας,	αγαθοποιουντασ	ἀγαθοποιέω	150	V	PPA.AMP
60003017	εἰ	ει	εἰ	14870	C	.......
60003017	θέλοι	θελοι	θέλω	23090	V	OPA3..S
60003017	τὸ	το	ὁ	35880	E	....NNS
60003017	θέλημα	θελημα	θέλημα	23070	N	....NNS
60003017	τοῦ	του	ὁ	35880	E	....GMS
60003017	˚Θεοῦ,	=θυ	θεός	23160	N	....GMS
60003017	πάσχειν	πασχειν	πάσχω	39580	V	NPA....
60003017	ἢ	η	ἤ	22280	C	.......
60003017	κακοποιοῦντας.	κακοποιουντασ	κακοποιέω	25540	V	PPA.AMP
60003018	Ὅτι	οτι	ὅτι	37540	C	.......
60003018	καὶ	και	καί	25320	D	.......
60003018	˚Χριστὸς	=χσ	χριστός	55470	N	....NMS
60003018	ἅπαξ	απαξ	ἅπαξ	5300	D	.......
60003018	περὶ	περι	περί	40120	P	.......
60003018	ἁμαρτιῶν	αμαρτιων	ἁμαρτία	2660	N	....GFP
60003018	ἀπέθανεν,	απεθανεν	ἀποθνῄσκω	5990	V	IAA3..S
60003018	δίκαιος	δικαιοσ	δίκαιος	13420	S	....NMS
60003018	ὑπὲρ	υπερ	ὑπέρ	52280	P	.......
60003018	ἀδίκων,	αδικων	ἄδικος	940	S	....GMP
60003018	ἵνα	ινα	ἵνα	24430	C	.......
60003018	ὑμᾶς	υμασ	σύ	47710	R	...2A.P
60003018	προσαγάγῃ	προσαγαγη	προσάγω	43170	V	SAA3..S
60003018	τῷ	τω	ὁ	35880	E	....DMS
60003018	˚Θεῷ,	=θω	θεός	23160	N	....DMS
60003018	θανατωθεὶς	θανατωθεισ	θανατόω	22890	V	PAP.NMS
60003018	μὲν	μεν	μέν	33030	C	.......
60003018	σαρκὶ,	σαρκι	σάρξ	45610	N	....DFS
60003018	ζῳοποιηθεὶς	ζωοποιηθεισ	ζῳοποιέω	22270	V	PAP.NMS
60003018	δὲ	δε	δέ	11610	C	.......
60003018	˚Πνεύματι,	=πνι	πνεῦμα	41510	N	....DNS
60003019	ἐν	εν	ἐν	17220	P	.......
60003019	ᾧ	ω	ὅς	37390	R	....DNS
60003019	καὶ	και	καί	25320	D	.......
60003019	τοῖς	τοισ	ὁ	35880	E	....DNP
60003019	ἐν	εν	ἐν	17220	P	.......
60003019	φυλακῇ	φυλακη	φυλακή	54380	N	....DFS
60003019	πνεύμασιν	πνευμασιν	πνεῦμα	41510	N	....DNP
60003019	πορευθεὶς	πορευθεισ	πορεύω	41980	V	PAP.NMS
60003019	ἐκήρυξεν,	εκηρυξεν	κηρύσσω	27840	V	IAA3..S
60003020	ἀπειθήσασίν	απιθησασιν	ἀπειθέω	5440	V	PAA.DMP
60003020	ποτε	ποτε	ποτέ	42180	D	.......
60003020	ὅτε	οτε	ὅτε	37530	C	.......
60003020	ἀπεξεδέχετο	απεξεδεχετο	ἀπεκδέχομαι	5530	V	IIM3..S
60003020	ἡ	η	ὁ	35880	E	....NFS
60003020	τοῦ	του	ὁ	35880	E	....GMS
60003020	˚Θεοῦ	=θυ	θεός	23160	N	....GMS
60003020	μακροθυμία	μακροθυμια	μακροθυμία	31150	N	....NFS
60003020	ἐν	εν	ἐν	17220	P	.......
60003020	ἡμέραις	ημεραισ	ἡμέρα	22500	N	....DFP
60003020	Νῶε,	νωε	Νῶε	35750	N	....GMS
60003020	κατασκευαζομένης	κατασκευαζομενησ	κατασκευάζω	26800	V	PPP.GFS
60003020	κιβωτοῦ	κιβωτου	κιβωτός	27870	N	....GFS
60003020	εἰς	εισ	εἰς	15190	P	.......
60003020	ἣν	ην	ὅς	37390	R	....AFS
60003020	ὀλίγοι,	ολιγοι	ὀλίγος	36410	S	....NMP
60003020	τοῦτʼ	τουτ	οὗτος	37780	R	....NNS
60003020	ἔστιν,	εστιν	εἰμί	15100	V	IPA3..S
60003020	ὀκτὼ	οκτω	ὀκτώ	36380	E	....NFP
60003020	ψυχαί,	ψυχαι	ψυχή	55900	N	....NFP
60003020	διεσώθησαν	διεσωθησαν	διασῴζω	12950	V	IAP3..P
60003020	διʼ	δι	διά	12230	P	.......
60003020	ὕδατος.	υδατοσ	ὕδωρ	52040	N	....GNS
60003021	Ὃ	ο	ὅς	37390	R	....NNS
60003021	καὶ	και	καί	25320	D	.......
60003021	ὑμᾶς	υμασ	σύ	47710	R	...2A.P
60003021	ἀντίτυπον	αντιτυπον	ἀντίτυπος	4990	S	....NNS
60003021	νῦν	νυν	νῦν	35680	D	.......
60003021	σῴζει	σωζει	σῴζω	49820	V	IPA3..S
60003021	βάπτισμα,	βαπτισμα	βάπτισμα	9080	N	....NNS
60003021	οὐ	ου	οὐ	37560	C	.......
60003021	σαρκὸς	σαρκοσ	σάρξ	45610	N	....GFS
60003021	ἀπόθεσις	αποθεσισ	ἀπόθεσις	5950	N	....NFS
60003021	ῥύπου,	ρυπου	ῥύπος	45090	N	....GMS
60003021	ἀλλὰ	αλλα	ἀλλά	2350	C	.......
60003021	συνειδήσεως	συνειδησεωσ	συνείδησις	48930	N	....GFS
60003021	ἀγαθῆς,	αγαθησ	ἀγαθός	180	A	....GFS
60003021	ἐπερώτημα	επερωτημα	ἐπερώτημα	19060	N	....NNS
60003021	εἰς	εισ	εἰς	15190	P	.......
60003021	˚Θεόν	=θν	θεός	23160	N	....AMS
60003021	διʼ	δι	διά	12230	P	.......
60003021	ἀναστάσεως	αναστασεωσ	ἀνάστασις	3860	N	....GFS
60003021	˚Ἰησοῦ	=ιυ	Ἰησοῦς	24240	N	....GMS
60003021	˚Χριστοῦ,	=χυ	χριστός	55470	N	....GMS
60003022	ὅς	οσ	ὅς	37390	R	....NMS
60003022	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
60003022	ἐν	εν	ἐν	17220	P	.......
60003022	δεξιᾷ	δεξια	δεξιός	11880	S	....DFS
60003022	˚Θεοῦ,	=θυ	θεός	23160	N	....GMS
60003022	πορευθεὶς	πορευθεισ	πορεύω	41980	V	PAP.NMS
60003022	εἰς	εισ	εἰς	15190	P	.......
60003022	οὐρανὸν,	ουρανον	οὐρανός	37720	N	....AMS
60003022	ὑποταγέντων	υποταγεντων	ὑποτάσσω	52930	V	PAP.GMP
60003022	αὐτῷ	αυτω	αὐτός	8460	R	...3DMS
60003022	ἀγγέλων,	αγγελων	ἄγγελος	320	N	....GMP
60003022	καὶ	και	καί	25320	C	.......
60003022	ἐξουσιῶν,	εξουσιων	ἐξουσία	18490	N	....GFP
60003022	καὶ	και	καί	25320	C	.......
60003022	δυνάμεων.	δυναμεων	δύναμις	14110	N	....GFP
60004001	¶˚Χριστοῦ	=χυ	χριστός	55470	N	....GMS
60004001	οὖν	ουν	οὖν	37670	C	.......
60004001	παθόντος	παθοντοσ	πάσχω	39580	V	PAA.GMS
60004001	σαρκὶ,	σαρκι	σάρξ	45610	N	....DFS
60004001	καὶ	και	καί	25320	D	.......
60004001	ὑμεῖς	υμεισ	σύ	47710	R	...2N.P
60004001	τὴν	την	ὁ	35880	E	....AFS
60004001	αὐτὴν	αυτην	αὐτός	8460	E	....AFS
60004001	ἔννοιαν	εννοιαν	ἔννοια	17710	N	....AFS
60004001	ὁπλίσασθε,	οπλισασθε	ὁπλίζω	36950	V	MAM2..P
60004001	ὅτι	οτι	ὅτι	37540	C	.......
60004001	ὁ	ο	ὁ	35880	R	....NMS
60004001	παθὼν	παθων	πάσχω	39580	V	PAA.NMS
60004001	σαρκὶ	σαρκι	σάρξ	45610	N	....DFS
60004001	πέπαυται	πεπαυται	παύω	39730	V	IEM3..S
60004001	ἁμαρτίας,	αμαρτιασ	ἁμαρτία	2660	N	....GFS
60004002	εἰς	εισ	εἰς	15190	P	.......
60004002	τὸ	το	ὁ	35880	R	....ANS
60004002	μηκέτι	μηκετι	μηκέτι	33710	C	.......
60004002	ἀνθρώπων	ανθρωπων	ἄνθρωπος	4440	N	....GMP
60004002	ἐπιθυμίαις,	επιθυμιαισ	ἐπιθυμία	19390	N	....DFP
60004002	ἀλλὰ	αλλα	ἀλλά	2350	C	.......
60004002	θελήματι	θεληματι	θέλημα	23070	N	....DNS
60004002	˚Θεοῦ,	=θυ	θεός	23160	N	....GMS
60004002	τὸν	τον	ὁ	35880	E	....AMS
60004002	ἐπίλοιπον	επιλοιπον	ἐπίλοιπος	19540	S	....AMS
60004002	ἐν	εν	ἐν	17220	P	.......
60004002	σαρκὶ	σαρκι	σάρξ	45610	N	....DFS
60004002	βιῶσαι	βιωσαι	βιόω	9800	V	NAA....
60004002	χρόνον.	χρονον	χρόνος	55500	N	....AMS
60004003	Ἀρκετὸς	αρκετοσ	ἀρκετός	7130	S	....NMS
60004003	γὰρ	γαρ	γάρ	10630	C	.......
60004003	ὁ	ο	ὁ	35880	E	....NMS
60004003	παρεληλυθὼς	παρεληλυθωσ	παρέρχομαι	39280	V	PEA.NMS
60004003	χρόνος	χρονοσ	χρόνος	55500	N	....NMS
60004003	τὸ	το	ὁ	35880	E	....ANS
60004003	βούλημα	βουλημα	βούλημα	10130	N	....ANS
60004003	τῶν	των	ὁ	35880	E	....GNP
60004003	ἐθνῶν	εθνων	ἔθνος	14840	N	....GNP
60004003	κατειργάσθαι,	κατειργασθαι	κατεργάζομαι	27160	V	NEM....
60004003	πεπορευμένους	πεπορευμενουσ	πορεύω	41980	V	PEM.AMP
60004003	ἐν	εν	ἐν	17220	P	.......
60004003	ἀσελγείαις,	ασελγειαισ	ἀσέλγεια	7660	N	....DFP
60004003	ἐπιθυμίαις,	επιθυμιαισ	ἐπιθυμία	19390	N	....DFP
60004003	οἰνοφλυγίαις,	οινοφλυγιαισ	οἰνοφλυγία	36320	N	....DFP
60004003	κώμοις,	κωμοισ	κῶμος	29700	N	....DMP
60004003	πότοις,	ποτοισ	πότος	42240	N	....DMP
60004003	καὶ	και	καί	25320	C	.......
60004003	ἀθεμίτοις	αθεμιτοισ	ἀθέμιτος	1110	A	....DFP
60004003	εἰδωλολατρίαις.	ειδωλολατριαισ	εἰδωλολατρία	14950	N	....DFP
60004004	Ἐν	εν	ἐν	17220	P	.......
60004004	ᾧ	ω	ὅς	37390	R	....DNS
60004004	ξενίζονται,	ξενιζονται	ξενίζω	35790	V	IPP3..P
60004004	μὴ	μη	μή	33610	D	.......
60004004	συντρεχόντων	συντρεχοντων	συντρέχω	49360	V	PPA.GMP
60004004	ὑμῶν	υμων	σύ	47710	R	...2G.P
60004004	εἰς	εισ	εἰς	15190	P	.......
60004004	τὴν	την	ὁ	35880	E	....AFS
60004004	αὐτὴν	αυτην	αὐτός	8460	R	....AFS
60004004	τῆς	τησ	ὁ	35880	E	....GFS
60004004	ἀσωτίας	ασωτιασ	ἀσωτία	8100	N	....GFS
60004004	ἀνάχυσιν,	αναχυσιν	ἀνάχυσις	4010	N	....AFS
60004004	βλασφημοῦντες·	βλασφημουντεσ	βλασφημέω	9870	V	PPA.NMP
60004005	οἳ	οι	ὅς	37390	R	....NMP
60004005	ἀποδώσουσιν	αποδωσουσιν	ἀποδίδωμι	5910	V	IFA3..P
60004005	λόγον	λογον	λόγος	30560	N	....AMS
60004005	τῷ	τω	ὁ	35880	R	....DMS
60004005	ἑτοίμως	ετοιμωσ	ἑτοίμως	20930	D	.......
60004005	κρῖναι	κριναι	κρίνω	29190	V	NAA....
60004005	ζῶντας	ζωντασ	ζάω	21980	V	PPA.AMP
60004005	καὶ	και	καί	25320	C	.......
60004005	νεκρούς.	νεκρουσ	νεκρός	34980	S	....AMP
60004006	Εἰς	εισ	εἰς	15190	P	.......
60004006	τοῦτο	τουτο	οὗτος	37780	R	....ANS
60004006	γὰρ	γαρ	γάρ	10630	C	.......
60004006	καὶ	και	καί	25320	D	.......
60004006	νεκροῖς	νεκροισ	νεκρός	34980	S	....DMP
60004006	εὐηγγελίσθη,	ευηγγελισθη	εὐαγγελίζω	20970	V	IAP3..S
60004006	ἵνα	ινα	ἵνα	24430	C	.......
60004006	κριθῶσι	κριθωσι	κρίνω	29190	V	SAP3..P
60004006	μὲν	μεν	μέν	33030	C	.......
60004006	κατὰ	κατα	κατά	25960	P	.......
60004006	ἀνθρώπους	ανθρωπουσ	ἄνθρωπος	4440	N	....AMP
60004006	σαρκὶ,	σαρκι	σάρξ	45610	N	....DFS
60004006	ζῶσι	ζωσι	ζάω	21980	V	SPA3..P
60004006	δὲ	δε	δέ	11610	C	.......
