unit_id,witness,verse,kind,witness_reading,sr_reading
01:41014047:w4:substitution,01,Mark 14:47,substitution,παρεστηκοτων,των
01:41014047:w5:substitution,01,Mark 14:47,substitution,σπασαμενοσ,παρεστηκοτων
01:41014047:w6:substitution,01,Mark 14:47,substitution,τη¯,σπασαμενοσ
01:41014047:w7:substitution,01,Mark 14:47,substitution,μαχαιραν,την
01:41014047:w8:substitution,01,Mark 14:47,substitution,και,μαχαιραν
01:41014047:w9:orthography,01,Mark 14:47,orthography,επεσεν,επαισεν
01:41014048:w10:orthography,01,Mark 14:48,orthography,εξηλθαται,εξηλθατε
01:41014048:w15:orthography,01,Mark 14:48,orthography,συλλαβιν,συλλαβειν
01:41014049:w10:orthography,01,Mark 14:49,orthography,καιου,και
01:41014049:w11:orthography,01,Mark 14:49,orthography,κ,ουκ
01:41014049:w12:orthography,01,Mark 14:49,orthography,εκρατησαται,εκρατησατε
01:41014052:w4:orthography,01,Mark 14:52,orthography,τη¯,την
01:41014053:w10:substitution,01,Mark 14:53,substitution,πα¯,αυτω
01:41014053:w11:substitution,01,Mark 14:53,substitution,τεσ,παντεσ
01:41014053:w13:orthography,01,Mark 14:53,orthography,αρχιερισ,αρχιερεισ
01:41014053:w14:omission,01,Mark 14:53,omission,,και
01:41014053:w14:orthography,01,Mark 14:53,orthography,καιοι,και
01:41014053:w15:addition,01,Mark 14:53,addition,πρεσβυτεροι,
01:41014054:w12:orthography,01,Mark 14:54,orthography,αυλη¯,αυλην
01:41014055:w19:substitution,01,Mark 14:55,substitution,ευ,ηυρισκον
01:41014055:w20:addition,01,Mark 14:55,addition,ρισκον,
01:41014056:w3:orthography,01,Mark 14:56,orthography,εψευδομαρτυρου¯,εψευδομαρτυρουν
01:41014058:w1:substitution,01,Mark 14:58,substitution,οτι,αυτου
01:41014058:w13:orthography,01,Mark 14:58,orthography,τριω¯,τριων
01:41014058:w2:substitution,01,Mark 14:58,substitution,ειπεν,λεγοντοσ
01:41014059:w1:orthography,01,Mark 14:59,orthography,καιου,και
01:41014059:w2:orthography,01,Mark 14:59,orthography,δε,ουδε
01:41014059:w8:orthography,01,Mark 14:59,orthography,αυτω¯,αυτων
01:41014060:w8:orthography,01,Mark 14:60,orthography,το¯,τον
01:41014062:w8:orthography,01,Mark 14:62,orthography,οψεσθε,οψεσθαι
01:41014063:w12:orthography,01,Mark 14:63,orthography,εχομε¯,εχομεν
01:41014065:w10:orthography,01,Mark 14:65,orthography,προσωπο¯,προσωπον
01:41014065:w17:orthography,01,Mark 14:65,orthography,προφητευσο¯,προφητευσον
01:41014065:w18:orthography,01,Mark 14:65,orthography,καιοι,και
01:41014065:w19:omission,01,Mark 14:65,omission,,οι
01:41014065:w7:orthography,01,Mark 14:65,orthography,περικαλυπτει¯,περικαλυπτειν
01:41014066:w11:substitution,01,Mark 14:66,substitution,παι,των
01:41014066:w12:substitution,01,Mark 14:66,substitution,δισκη,παιδισκων
01:41014067:w13:omission,01,Mark 14:67,omission,,ναζαρηνου
01:41014067:w14:addition,01,Mark 14:67,addition,ησθα,
01:41014067:w5:orthography,01,Mark 14:67,orthography,θερμαινομενον,θερμενομενον
01:41014068:w4:orthography,01,Mark 14:68,orthography,λεγω¯,λεγων
01:41014070:w19:orthography,01,Mark 14:70,orthography,γαλειλαιοσ,γαλιλαιοσ
01:41014071:w10:orthography,01,Mark 14:71,orthography,το¯,τον
01:41014072:w1:substitution,01,Mark 14:72,substitution,και,εκ
01:41014072:w2:substitution,01,Mark 14:72,substitution,ευθυσ,δευτερου
01:41014072:w25:substitution,01,Mark 14:72,substitution,εκλαυ,εκλαιεν
01:41014072:w26:addition,01,Mark 14:72,addition,σεν,
01:41015002:w10:orthography,01,Mark 15:2,orthography,τω¯,των
01:41015005:w5:orthography,01,Mark 15:5,orthography,ουδε¯,ουδεν
01:41015007:w13:orthography,01,Mark 15:7,orthography,στασι,στασει
01:41015007:w15:addition,01,Mark 15:7,addition,τινα,
01:41015009:w9:orthography,01,Mark 15:9,orthography,υμι¯,υμιν
01:41015010:w1:substitution,01,Mark 15:10,substitution,εγνωκει,εγεινωσκε
01:41015011:w4:orthography,01,Mark 15:11,orthography,ανεσεισαν,ανεσισαν
01:41015012:w9:orthography,01,Mark 15:12,orthography,ου¯,ουν
01:41015013:w5:orthography,01,Mark 15:13,orthography,σταυρωσο¯,σταυρωσον
01:41015014:w13:addition,01,Mark 15:14,addition,λεγον,
01:41015014:w16:orthography,01,Mark 15:14,orthography,αυτο¯,αυτον
01:41015014:w5:omission,01,Mark 15:14,omission,,αυτοισ
01:41015014:w7:addition,01,Mark 15:14,addition,κακο¯,
01:41015014:w9:omission,01,Mark 15:14,omission,,κακον
01:41015015:w15:orthography,01,Mark 15:15,orthography,παρεδωκε¯,παρεδωκεν
01:41015015:w20:substitution,01,Mark 15:15,substitution,στρθη,σταυρωθη
01:41015015:w5:substitution,01,Mark 15:15,substitution,ποιησαι,τω
01:41015015:w6:substitution,01,Mark 15:15,substitution,το,οχλω
01:41015015:w7:substitution,01,Mark 15:15,substitution,ικανον,το
01:41015015:w8:substitution,01,Mark 15:15,substitution,τω,ικανον
01:41015015:w9:substitution,01,Mark 15:15,substitution,οχλω,ποιησαι
01:41015016:w13:substitution,01,Mark 15:16,substitution,συ¯,συνκαλουσιν
01:41015016:w14:addition,01,Mark 15:16,addition,καλουσιν,
01:41015018:w5:addition,01,Mark 15:18,addition,και,
01:41015021:w2:orthography,01,Mark 15:21,orthography,εγγαρευουσιν,αγγαρευουσιν
01:41015022:w11:omission,01,Mark 15:22,omission,,τοπον
01:41015022:w7:addition,01,Mark 15:22,addition,οπερ,
01:41015023:w4:orthography,01,Mark 15:23,orthography,εσμυρνισμενο¯,εσμυρνισμενον
01:41015025:w5:substitution,01,Mark 15:25,substitution,ϗ,και
01:41015027:w10:substitution,01,Mark 15:27,substitution,ϗ,και
01:41015027:w13:orthography,01,Mark 15:27,orthography,ευωνυμω¯,ευωνυμων
01:41015029:w1:substitution,01,Mark 15:29,substitution,καιοι,οι
01:41015029:w17:omission,01,Mark 15:29,omission,,οικοδομων
01:41015029:w20:addition,01,Mark 15:29,addition,οικοδομων,
01:41015029:w9:substitution,01,Mark 15:29,substitution,ϗ,και
01:41015031:w10:orthography,01,Mark 15:31,orthography,γραμματεων,γραμματαιων
01:41015031:w2:orthography,01,Mark 15:31,orthography,καιοι,και
01:41015031:w3:substitution,01,Mark 15:31,substitution,αρχιερεισ,οι
01:41015031:w4:substitution,01,Mark 15:31,substitution,εμπαιζο¯,αρχιερεισ
01:41015031:w5:substitution,01,Mark 15:31,substitution,τεσ,εμπαιζοντεσ
01:41015032:w15:orthography,01,Mark 15:32,orthography,καιοι,και
01:41015032:w16:omission,01,Mark 15:32,omission,,οι
01:41015034:w12:orthography,01,Mark 15:34,orthography,λεμα,λαμα
01:41015034:w13:substitution,01,Mark 15:34,substitution,σαβακτα,σαβαχθανει
01:41015034:w14:addition,01,Mark 15:34,addition,νει,
01:41015036:w13:substitution,01,Mark 15:36,substitution,α,αφετε
01:41015036:w14:addition,01,Mark 15:36,addition,φεσ,
01:41015037:w5:orthography,01,Mark 15:37,orthography,φωνη¯,φωνην
01:41015038:w9:orthography,01,Mark 15:38,orthography,απο,απ
01:41015039:w19:orthography,01,Mark 15:39,orthography,θεου,θυ
01:41015040:w11:orthography,01,Mark 15:40,orthography,μαρια,μαριαμ
01:41015040:w6:orthography,01,Mark 15:40,orthography,μακροθε¯,μακροθεν
01:41015041:w16:substitution,01,Mark 15:41,substitution,συ¯,συναναβασαι
01:41015041:w17:addition,01,Mark 15:41,addition,αναβασαι,
01:41015041:w6:orthography,01,Mark 15:41,orthography,γαλειλαια,γαλιλαια
01:41015041:w7:orthography,01,Mark 15:41,orthography,ηκολουθου¯,ηκολουθουν
01:41015042:w10:orthography,01,Mark 15:42,orthography,προσαββατο¯,προσαββατον
01:41015042:w3:orthography,01,Mark 15:42,orthography,οψειασ,οψιασ
01:41015042:w5:orthography,01,Mark 15:42,orthography,επει,επι
01:41015043:w15:orthography,01,Mark 15:43,orthography,θεου,θυ
01:41015043:w8:omission,01,Mark 15:43,omission,,οσ
01:41015046:w22:addition,01,Mark 15:46,addition,μεγα¯,
01:41015046:w27:orthography,01,Mark 15:46,orthography,μνημειου,μνημιου
01:41016001:w9:omission,01,Mark 16:1,omission,,του
01:41016002:w11:substitution,01,Mark 16:2,substitution,μνημα,μνημειον
01:41016002:w12:substitution,01,Mark 16:2,substitution,ανατιλα¯,ανατειλαντοσ
01:41016002:w13:addition,01,Mark 16:2,addition,τοσ,
01:41016002:w4:addition,01,Mark 16:2,addition,τη,
01:41016002:w7:orthography,01,Mark 16:2,orthography,σαββατω¯,σαββατων
01:41016004:w4:substitution,01,Mark 16:4,substitution,α,οτι
01:41016004:w5:substitution,01,Mark 16:4,substitution,νακεκυλισμενο¯,αποκεκυλισται
01:41016004:w6:substitution,01,Mark 16:4,substitution,τον,ο
01:41016004:w7:orthography,01,Mark 16:4,orthography,λιθον,λιθοσ
01:41016005:w5:orthography,01,Mark 16:5,orthography,μνημειον,μνημιον
01:41016007:w15:orthography,01,Mark 16:7,orthography,γαλειλαιαν,γαλιλαιαν
01:41016008:w13:orthography,01,Mark 16:8,orthography,καιου,και
01:41016008:w14:addition,01,Mark 16:8,addition,δενι,
01:41016008:w15:orthography,01,Mark 16:8,orthography,ουδενει,ουδενι
01:41016008:w16:substitution,01,Mark 16:8,substitution,πον,ουδεν
01:41016008:w17:omission,01,Mark 16:8,omission,,ειπον
01:42001003:w6:orthography,01,Luke 1:3,orthography,ακρειβωσ,ακριβωσ
01:42001004:w2:orthography,01,Luke 1:4,orthography,επιγνοισ,επιγνωσ
01:42001006:w16:substitution,01,Luke 1:6,substitution,κυριου,κυ
01:42001006:w7:orthography,01,Luke 1:6,orthography,θεου,θυ
01:42001007:w3:orthography,01,Luke 1:7,orthography,η¯,ην
01:42001007:w7:orthography,01,Luke 1:7,orthography,ην,η
01:42001007:w8:substitution,01,Luke 1:7,substitution,η,ελεισαβετ
01:42001007:w9:substitution,01,Luke 1:7,substitution,ελεισαβετ,ην
01:42001008:w13:substitution,01,Luke 1:8,substitution,ενα¯,εναντι
01:42001008:w14:addition,01,Luke 1:8,addition,τιον,
01:42001008:w16:orthography,01,Luke 1:8,orthography,θεου,θυ
01:42001008:w7:orthography,01,Luke 1:8,orthography,ε¯,εν
01:42001009:w14:substitution,01,Luke 1:9,substitution,κυριου,κυ
01:42001011:w5:substitution,01,Luke 1:11,substitution,κυριου,κυ
01:42001013:w13:orthography,01,Luke 1:13,orthography,δεησισ,δεησεισ
01:42001013:w19:orthography,01,Luke 1:13,orthography,ελεισαβετ,ελισαβετ
01:42001013:w22:addition,01,Luke 1:13,addition,xσου,
01:42001013:w29:orthography,01,Luke 1:13,orthography,ιωανην,ιωαννην
01:42001015:w1:substitution,01,Luke 1:15,substitution,εσται,μεγασ
01:42001015:w2:substitution,01,Luke 1:15,substitution,γαρ,ενωπιον
01:42001015:w3:substitution,01,Luke 1:15,substitution,μεγασ,του
01:42001015:w4:substitution,01,Luke 1:15,substitution,ενωπιον,κυ
01:42001015:w5:substitution,01,Luke 1:15,substitution,κυριου,και
01:42001015:w6:substitution,01,Luke 1:15,substitution,καιοι,οινον
01:42001015:w7:substitution,01,Luke 1:15,substitution,νον,και
01:42001015:w8:substitution,01,Luke 1:15,substitution,και,σικερα
01:42001015:w9:substitution,01,Luke 1:15,substitution,σικεραου,ου
01:42001016:w10:substitution,01,Luke 1:16,substitution,θεον,θν
01:42001016:w5:substitution,01,Luke 1:16,substitution,ισλ,ισραηλ
01:42001016:w8:substitution,01,Luke 1:16,substitution,κυριον,κν
01:42001016:w9:orthography,01,Luke 1:16,orthography,το¯,τον
01:42001017:w24:orthography,01,Luke 1:17,orthography,κατεσκευασμενο¯,κατεσκευασμενον
01:42001017:w7:substitution,01,Luke 1:17,substitution,πνευμα,πνευματι
01:42001019:w14:orthography,01,Luke 1:19,orthography,θεου,θυ
01:42001019:w5:orthography,01,Luke 1:19,orthography,ειπε¯,ειπεν
01:42001020:w15:orthography,01,Luke 1:20,orthography,ω¯,ων
01:42001023:w10:orthography,01,Luke 1:23,orthography,απηλθε¯,απηλθεν
01:42001023:w4:orthography,01,Luke 1:23,orthography,επλησθησα¯,επλησθησαν
01:42001023:w8:orthography,01,Luke 1:23,orthography,λιτουργιασ,λειτουργιασ
01:42001024:w7:orthography,01,Luke 1:24,orthography,ελεισαβετ,ελισαβετ
01:42001025:w10:orthography,01,Luke 1:25,orthography,αφελει¯,αφελειν
01:42001025:w14:substitution,01,Luke 1:25,substitution,ανοισ,ανθρωποισ
01:42001026:w13:orthography,01,Luke 1:26,orthography,θεου,θυ
01:42001026:w17:substitution,01,Luke 1:26,substitution,ιουδαιασ,γαλιλαιασ
01:42001027:w10:omission,01,Luke 1:27,omission,,δαυειδ
01:42001027:w11:addition,01,Luke 1:27,addition,πατριασ,
01:42001028:w3:substitution,01,Luke 1:28,substitution,προσ,ο
01:42001028:w4:substitution,01,Luke 1:28,substitution,αυτην,αγγελοσ
01:42001028:w5:substitution,01,Luke 1:28,substitution,ο,προσ
01:42001028:w6:substitution,01,Luke 1:28,substitution,αγγελοσ,αυτην
01:42001029:w7:substitution,01,Luke 1:29,substitution,ϗ,και
01:42001032:w14:orthography,01,Luke 1:32,orthography,το¯,τον
01:42001032:w16:orthography,01,Luke 1:32,orthography,δαδ,δαυειδ
01:42001032:w18:substitution,01,Luke 1:32,substitution,πρσ,πατροσ
01:42001034:w11:substitution,01,Luke 1:34,substitution,α¯,ανδρα
01:42001034:w12:addition,01,Luke 1:34,addition,δρα,
01:42001035:w21:orthography,01,Luke 1:35,orthography,αγιο¯,αγιον
01:42001035:w24:orthography,01,Luke 1:35,orthography,θεου,θυ
01:42001035:w7:substitution,01,Luke 1:35,substitution,πνευμα,πνα
01:42001036:w10:orthography,01,Luke 1:36,orthography,υιο¯,υιον
01:42001036:w14:orthography,01,Luke 1:36,orthography,καιου,και
01:42001036:w15:orthography,01,Luke 1:36,orthography,τοσ,ουτοσ
01:42001036:w18:orthography,01,Luke 1:36,orthography,εστι¯,εστιν
01:42001036:w3:orthography,01,Luke 1:36,orthography,ελεισαβετ,ελισαβετ
01:42001037:w6:orthography,01,Luke 1:37,orthography,θεου,θυ
01:42001038:w7:substitution,01,Luke 1:38,substitution,κυριου,κυ
01:42001039:w8:substitution,01,Luke 1:39,substitution,επορευετο,επορευθη
01:42001040:w10:orthography,01,Luke 1:40,orthography,ελεισαβετ,ελισαβετ
01:42001040:w2:orthography,01,Luke 1:40,orthography,εισηλθε¯,εισηλθεν
01:42001042:w9:orthography,01,Luke 1:42,orthography,ε¯,εν
01:42001043:w10:substitution,01,Luke 1:43,substitution,κυριου,κυ
01:42001043:w2:orthography,01,Luke 1:43,orthography,ποθε¯,ποθεν
01:42001043:w8:substitution,01,Luke 1:43,substitution,μηρ,μητηρ
01:42001044:w14:orthography,01,Luke 1:44,orthography,εσκιρτησε¯,εσκιρτησεν
01:42001045:w12:substitution,01,Luke 1:45,substitution,κυριου,κυ
01:42001046:w9:substitution,01,Luke 1:46,substitution,κυριον,κν
01:42001047:w10:substitution,01,Luke 1:47,substitution,σρι,σωτηρι
01:42001049:w10:substitution,01,Luke 1:49,substitution,ελε,ονομα
01:42001049:w11:addition,01,Luke 1:49,addition,οσ,
01:42001050:w6:addition,01,Luke 1:50,addition,γενεαν,
01:42001050:w6:omission,01,Luke 1:50,omission,,γενεασ
01:42001050:w8:orthography,01,Luke 1:50,orthography,γενεαν,γενεασ
01:42001051:w10:orthography,01,Luke 1:51,orthography,αυτω¯,αυτων
01:42001051:w6:orthography,01,Luke 1:51,orthography,διεσκορπισε¯,διεσκορπισεν
01:42001052:w5:orthography,01,Luke 1:52,orthography,καιυ,και
01:42001052:w6:orthography,01,Luke 1:52,orthography,ψωσεν,υψωσεν
01:42001053:w1:orthography,01,Luke 1:53,orthography,πεινωντασ,πινωντασ
01:42001053:w4:substitution,01,Luke 1:53,substitution,ϗ,και
01:42001054:w2:substitution,01,Luke 1:54,substitution,ισλ,ισραηλ
01:42001055:w14:orthography,01,Luke 1:55,orthography,το¯,τον
01:42001055:w5:substitution,01,Luke 1:55,substitution,πρασ,πατερασ
01:42001057:w12:orthography,01,Luke 1:57,orthography,υιο¯,υιον
01:42001058:w1:substitution,01,Luke 1:58,substitution,και,ηκουσαν
01:42001058:w2:substitution,01,Luke 1:58,substitution,ηκουσαν,οι
01:42001058:w3:substitution,01,Luke 1:58,substitution,οι,περιοικοι
01:42001058:w4:substitution,01,Luke 1:58,substitution,περιοικοι,και
01:42001058:w5:substitution,01,Luke 1:58,substitution,καιοι,οι
01:42001058:w6:orthography,01,Luke 1:58,orthography,συγγενισ,συγγενεισ
01:42001059:w9:orthography,01,Luke 1:59,orthography,περιτεμι¯,περιτεμειν
01:42001061:w2:orthography,01,Luke 1:61,orthography,ειπαν,ειπον
01:42001061:w6:orthography,01,Luke 1:61,orthography,ουδισ,ουδεισ
01:42001061:w7:orthography,01,Luke 1:61,orthography,εστι¯,εστιν
01:42001062:w10:orthography,01,Luke 1:62,orthography,καλισθε,καλεισθαι
01:42001063:w8:addition,01,Luke 1:63,addition,το,
01:42001064:w12:orthography,01,Luke 1:64,orthography,ελαλι,ελαλει
01:42001064:w15:substitution,01,Luke 1:64,substitution,θεον,θν
01:42001066:w19:orthography,01,Luke 1:66,orthography,χιρ,χειρ
01:42001066:w20:substitution,01,Luke 1:66,substitution,κυριου,κυ
01:42001066:w9:orthography,01,Luke 1:66,orthography,αυτω¯,αυτων
01:42001068:w6:substitution,01,Luke 1:68,substitution,ιηλ,ισραηλ
01:42001068:w9:substitution,01,Luke 1:68,substitution,ϗ,και
01:42001069:w6:orthography,01,Luke 1:69,orthography,ε¯,εν
01:42001069:w7:addition,01,Luke 1:69,addition,ν,
01:42001069:w9:orthography,01,Luke 1:69,orthography,δαδ,δαυειδ
01:42001070:w9-10:transposition,01,Luke 1:70,transposition,αυτου προφητων,προφητων αυτου
01:42001071:w10:orthography,01,Luke 1:71,orthography,μισουντων,μεισουντων
01:42001071:w3:orthography,01,Luke 1:71,orthography,εχθρω¯,εχθρων
01:42001071:w9:orthography,01,Luke 1:71,orthography,τω¯,των
01:42001073:w10:orthography,01,Luke 1:73,orthography,δουνε,δουναι
01:42001073:w2:orthography,01,Luke 1:73,orthography,ο¯,ον
01:42001074:w3:orthography,01,Luke 1:74,orthography,χιροσ,χειροσ
01:42001074:w6:orthography,01,Luke 1:74,orthography,λατρευει¯,λατρευειν
01:42001075:w10:addition,01,Luke 1:75,addition,ρασ,
01:42001075:w7:orthography,01,Luke 1:75,orthography,πασασ,πασαισ
01:42001075:w8:orthography,01,Luke 1:75,orthography,τασ,ταισ
01:42001075:w9:substitution,01,Luke 1:75,substitution,ημε,ημεραισ
01:42001076:w11:substitution,01,Luke 1:76,substitution,κυριου,κυ
01:42001077:w11:orthography,01,Luke 1:77,orthography,αυτω¯,αυτων
01:42001077:w9:orthography,01,Luke 1:77,orthography,αφεσι,αφεσει
01:42001078:w4:orthography,01,Luke 1:78,orthography,θεου,θυ
01:42001079:w16:orthography,01,Luke 1:79,orthography,ιρηνησ,ειρηνησ
01:42001079:w4:orthography,01,Luke 1:79,orthography,σκοτι,σκοτει
01:42001080:w10:orthography,01,Luke 1:80,orthography,ε¯,εν
01:42001080:w19:substitution,01,Luke 1:80,substitution,ιηλ,ισραηλ
01:42001080:w4:orthography,01,Luke 1:80,orthography,ηυξανεν,ηυξανε
01:42001080:w6:orthography,01,Luke 1:80,orthography,εκρατεουτο,εκραταιουτο
01:42001080:w7:substitution,01,Luke 1:80,substitution,πνευμα,πνευματι
01:42002001:w11:orthography,01,Luke 2:1,orthography,αγουστου,αυγουστου
01:42002001:w12:orthography,01,Luke 2:1,orthography,απογραφεσθε,απογραφεσθαι
01:42002001:w6:orthography,01,Luke 2:1,orthography,εκιναισ,εκειναισ
01:42002003:w3:omission,01,Luke 2:3,omission,,παντεσ
01:42002003:w4:addition,01,Luke 2:3,addition,απογραφεσθε,
01:42002003:w7:substitution,01,Luke 2:3,substitution,εαυ,εαυτου
01:42002003:w8:addition,01,Luke 2:3,addition,των,
01:42002004:w15:addition,01,Luke 2:4,addition,την,
01:42002004:w17:orthography,01,Luke 2:4,orthography,δαδ,δαυειδ
01:42002004:w29:orthography,01,Luke 2:4,orthography,δαδ,δαυειδ
01:42002006:w12:orthography,01,Luke 2:6,orthography,τεκι¯,τεκειν
01:42002007:w14:addition,01,Luke 2:7,addition,xεπι,
01:42002007:w19:orthography,01,Luke 2:7,orthography,η¯,ην
01:42002007:w2:orthography,01,Luke 2:7,orthography,ετεκε¯,ετεκεν
01:42002007:w4:substitution,01,Luke 2:7,substitution,υν,υιον
01:42002008:w2:orthography,01,Luke 2:8,orthography,ποιμαινεσ,ποιμενεσ
01:42002008:w3:orthography,01,Luke 2:8,orthography,ησα¯,ησαν
01:42002009:w10:orthography,01,Luke 2:9,orthography,αυτοισ,αυτουσ
01:42002009:w3:substitution,01,Luke 2:9,substitution,κυριου,κυ
01:42002009:w8:substitution,01,Luke 2:9,substitution,κυριου,κυ
01:42002009:w9:substitution,01,Luke 2:9,substitution,επελαμψεν,περιελαμψεν
01:42002010:w15:substitution,01,Luke 2:10,substitution,εστιν,εσται
01:42002010:w7:orthography,01,Luke 2:10,orthography,φοβισθε,φοβεισθαι
01:42002011:w11:orthography,01,Luke 2:11,orthography,πολι,πολει
01:42002011:w12:orthography,01,Luke 2:11,orthography,δαδ,δαυειδ
01:42002013:w12:substitution,01,Luke 2:13,substitution,θεον,θν
01:42002014:w8:orthography,01,Luke 2:14,orthography,ιρηνη,ειρηνη
01:42002018:w8:orthography,01,Luke 2:18,orthography,λαληθεντω¯,λαληθεντων
01:42002019:w13:orthography,01,Luke 2:19,orthography,xαυτησ,αυτησ
01:42002019:w14:addition,01,Luke 2:19,addition,εαυτησ,
01:42002019:w5:orthography,01,Luke 2:19,orthography,συνετηρι,συνετηρει
01:42002020:w4:orthography,01,Luke 2:20,orthography,ποιμαινεσ,ποιμενεσ
01:42002020:w8:orthography,01,Luke 2:20,orthography,το¯,τον
01:42002020:w9:substitution,01,Luke 2:20,substitution,θεον,θν
01:42002021:w16:substitution,01,Luke 2:21,substitution,λεχθεν,κληθεν
01:42002021:w23:substitution,01,Luke 2:21,substitution,αυτη¯,αυτον
01:42002021:w7:orthography,01,Luke 2:21,orthography,περιτεμιν,περιτεμειν
01:42002022:w17:orthography,01,Luke 2:22,orthography,παραστησε,παραστησαι
01:42002022:w18:addition,01,Luke 2:22,addition,ται,
01:42002023:w5:substitution,01,Luke 2:23,substitution,κυριου,κυ
01:42002023:w9:orthography,01,Luke 2:23,orthography,διανοιγων,διανοιγον
01:42002024:w11:substitution,01,Luke 2:24,substitution,κυριου,κυ
01:42002024:w13:orthography,01,Luke 2:24,orthography,τρυγονω¯,τρυγονων
01:42002024:w4:orthography,01,Luke 2:24,orthography,θυσια¯,θυσιαν
01:42002024:w7:orthography,01,Luke 2:24,orthography,ειρημενο¯,ειρημενον
01:42002025:w17:substitution,01,Luke 2:25,substitution,ευσεβησ,ευλαβησ
01:42002025:w21:substitution,01,Luke 2:25,substitution,ιηλ,ισραηλ
01:42002025:w22:substitution,01,Luke 2:25,substitution,ϗ,και
01:42002025:w23:substitution,01,Luke 2:25,substitution,πνευμα,πνα
01:42002025:w9:addition,01,Luke 2:25,addition,αυτου,
01:42002026:w11:addition,01,Luke 2:26,addition,ιδιν,
01:42002026:w11:omission,01,Luke 2:26,omission,,ιδειν
01:42002026:w18:substitution,01,Luke 2:26,substitution,χριστον,χν
01:42002026:w19:substitution,01,Luke 2:26,substitution,κυριου,κυ
01:42002027:w17:omission,01,Luke 2:27,omission,,ιν
01:42002027:w22:orthography,01,Luke 2:27,orthography,ειθισμενο¯,ειθισμενον
01:42002027:w5:substitution,01,Luke 2:27,substitution,πνευμα,πνι
01:42002031:w5:substitution,01,Luke 2:31,substitution,πα¯,παντων
01:42002031:w7:addition,01,Luke 2:31,addition,των,
01:42002032:w9:substitution,01,Luke 2:32,substitution,ιηλ,ισραηλ
01:42002033:w9:addition,01,Luke 2:33,addition,xαυτου,
01:42002036:w15:addition,01,Luke 2:36,addition,xχηρευσασα,
01:42002036:w20:substitution,01,Luke 2:36,substitution,$ζ,επτα
01:42002036:w23:orthography,01,Luke 2:36,orthography,παρθενιασ,παρθενειασ
01:42002037:w19:substitution,01,Luke 2:37,substitution,xδεησιν,δεησεσιν
01:42002037:w20:addition,01,Luke 2:37,addition,δεησεσι¯,
01:42002037:w6:substitution,01,Luke 2:37,substitution,ε,ογδοηκοντα
01:42002037:w7:addition,01,Luke 2:37,addition,βδομηκοντα,
01:42002038:w13:orthography,01,Luke 2:38,orthography,πασι¯,πασιν
01:42002038:w16:orthography,01,Luke 2:38,orthography,λυτρωσι¯,λυτρωσιν
01:42002038:w17:substitution,01,Luke 2:38,substitution,ιηλμ,ιερουσαλημ
01:42002038:w6:orthography,01,Luke 2:38,orthography,ανθωμολογιτο,ανθωμολογειτο
01:42002039:w1:substitution,01,Luke 2:39,substitution,και,ετελεσαν
01:42002039:w10:substitution,01,Luke 2:39,substitution,εισ,την
01:42002039:w2:substitution,01,Luke 2:39,substitution,ωσ,παντα
01:42002039:w3:substitution,01,Luke 2:39,substitution,ετελεσεν,τα
01:42002039:w4:orthography,01,Luke 2:39,orthography,παντα,κατα
01:42002039:w5:substitution,01,Luke 2:39,substitution,κατα,τον
01:42002039:w6:substitution,01,Luke 2:39,substitution,τον,νομον
01:42002039:w7:substitution,01,Luke 2:39,substitution,νομον,κυ
01:42002039:w8:substitution,01,Luke 2:39,substitution,κυριου,επεστρεψαν
01:42002039:w9:substitution,01,Luke 2:39,substitution,επεστρεψε¯,εισ
01:42002040:w11:orthography,01,Luke 2:40,orthography,θεου,θυ
01:42002040:w3:orthography,01,Luke 2:40,orthography,παιδιο¯,παιδιον
01:42002040:w8:orthography,01,Luke 2:40,orthography,σοφιασ,σοφια
01:42002040:w9:substitution,01,Luke 2:40,substitution,ϗ,και
01:42002043:w10:omission,01,Luke 2:43,omission,,ισ
01:42002043:w18:orthography,01,Luke 2:43,orthography,γονισ,γονεισ
01:42002044:w3:orthography,01,Luke 2:44,orthography,αυτο¯,αυτον
01:42002045:w5:orthography,01,Luke 2:45,orthography,ισ,εισ
01:42002045:w7:substitution,01,Luke 2:45,substitution,ζητουντεσ,αναζητουντεσ
01:42002045:w8:orthography,01,Luke 2:45,orthography,αυτο¯,αυτον
01:42002046:w14:orthography,01,Luke 2:46,orthography,τω¯,των
01:42002046:w16:addition,01,Luke 2:46,addition,ϗ,
01:42002046:w20:substitution,01,Luke 2:46,substitution,xεπηρωτων,ακουοντα
01:42002046:w21:substitution,01,Luke 2:46,substitution,τα,αυτων
01:42002046:w22:omission,01,Luke 2:46,omission,,και
01:42002046:w3:substitution,01,Luke 2:46,substitution,μετα,μεθ
01:42002048:w3:orthography,01,Luke 2:48,orthography,αυτο¯,αυτον
01:42002048:w8:orthography,01,Luke 2:48,orthography,αυτο¯,αυτον
01:42002049:w18:orthography,01,Luke 2:49,orthography,δι,δει
01:42002049:w19:orthography,01,Luke 2:49,orthography,εινε,ειναι
01:42002049:w7:substitution,01,Luke 2:49,substitution,ζητει,εζητειτε
01:42002049:w8:addition,01,Luke 2:49,addition,τε,
01:42002051:w17:orthography,01,Luke 2:51,orthography,διετηρι,διετηρει
01:42002051:w18:substitution,01,Luke 2:51,substitution,πα¯,παντα
01:42002051:w20:addition,01,Luke 2:51,addition,τα,
